N,u,V,C,P,R,a_tilde,Q,inflation,z,Θ
0.31465288523948043,0.9997319684339057,0.2837189170933069,0.01,1.0870979985789004,1.0212335692618808,1.578187418673149,0.0004393493799267496,0.0006004669540917718,0.9868371700562316,1.01
0.3146150344636618,0.9997894713074293,0.2837375963787446,0.01,1.08364748411066,1.0212335692618808,1.594967577896008,0.0003436163205672657,-0.0031740601792580314,0.9826161889852075,1.01
0.3146150123239999,0.9997894966327154,0.2837375963787446,0.01,1.0814014342300806,1.0212335692618808,1.594967577896008,0.0003430483045472334,-0.0020726757672701046,0.9811098936482446,1.01
0.31461501231105005,0.9997894966475287,0.2837375963787446,0.01,1.0799247803688823,1.0212335692618808,1.594967577896008,0.0003428470190673535,-0.001365500187494817,0.9805342910216651,1.01
0.3146528570361727,0.9997320006952984,0.2837189170933069,0.01,1.0826529756458294,1.0212335692618808,1.578187418673149,0.00043847692562369367,0.002526282687961956,0.9849960798171042,1.01
0.31465288521847795,0.9997319684579301,0.2837189170933069,0.01,1.084524121831305,1.0212335692618808,1.578187418673149,0.0004393685050930924,0.0017282972730570112,0.986880216181825,1.01
0.3146150344636495,0.9997894713074433,0.2837375963787446,0.01,1.0819746497435694,1.0212335692618808,1.594967577896008,0.00034330228847343625,-0.0023507749034025194,0.9817181728600367,1.01
0.3146150123239999,0.9997894966327154,0.2837375963787446,0.01,1.080302731169286,1.0212335692618808,1.594967577896008,0.0003439545526177341,-0.0015452474553627749,0.9837017413160377,1.01
0.31461501231105005,0.9997894966475287,0.2837375963787446,0.01,1.0791982580237323,1.0212335692618808,1.594967577896008,0.0003437951359673756,-0.0010223737418106893,0.983245882724862,1.01
0.31461501231104244,0.9997894966475374,0.2837375963787446,0.01,1.0784651557737284,1.0212335692618808,1.594967577896008,0.0003433069721807378,-0.0006793026624657417,0.9818497459876092,1.01
0.3146528570361727,0.9997320006952984,0.2837189170933069,0.01,1.0816451689239837,1.0212335692618808,1.578187418673149,0.0004383788624839571,0.0029486470965061073,0.9847757904414036,1.01
0.31465288521847795,0.9997319684579301,0.2837189170933069,0.01,1.0838348220613339,1.0212335692618808,1.578187418673149,0.00044028522859793524,0.0020243728722317833,0.98893929934357,1.01
0.31465288523946483,0.9997319684339235,0.2837189170933069,0.01,1.0853295998296149,1.0212335692618808,1.578187418673149,0.0004418997135343835,0.0013791564340386309,0.992565558769475,1.01
0.31465288523948043,0.9997319684339057,0.2837189170933069,0.01,1.0863439235658268,1.0212335692618808,1.578187418673149,0.00044083223639577177,0.0009345766819324197,0.9901678630043665,1.01
0.31465288523948043,0.9997319684339057,0.2837189170933069,0.01,1.087029396432743,1.0212335692618808,1.578187418673149,0.00044059681223576337,0.0006309906577894875,0.9896390690138392,1.01
0.31465288523948043,0.9997319684339057,0.2837189170933069,0.01,1.087491337984684,1.0212335692618808,1.578187418673149,0.0004413141410070984,0.0004249577366139956,0.991250284886779,1.01
0.31470003363096527,0.9996603380113168,0.2836956460215635,0.01,1.0914476608638473,1.0212335692618808,1.5615836697332064,0.0005613167985489701,0.0036380270269509296,0.9949070695619439,1.01
0.31465292035006337,0.9997319282713716,0.2837189170933069,0.01,1.0904436302073601,1.0212335692618808,1.578187418673149,0.0004424178320031694,-0.0009199072868895097,0.9935804410989573,1.01
0.3146528852656267,0.9997319684039973,0.2837189170933069,0.01,1.08977657363643,1.0212335692618808,1.578187418673149,0.0004422217321025597,-0.0006117295314048699,0.9932887444210188,1.01
0.31465288523949997,0.9997319684338833,0.2837189170933069,0.01,1.0893321451486124,1.0212335692618808,1.578187418673149,0.0004407456604314194,-0.0004078161510983058,0.9899734017857479,1.01
0.3146528852394805,0.9997319684339057,0.2837189170933069,0.01,1.089035489948686,1.0212335692618808,1.578187418673149,0.0004392114004705313,-0.00027232759195394696,0.9865272498369944,1.01
0.31465288523948043,0.9997319684339057,0.2837189170933069,0.01,1.088837227087458,1.0212335692618808,1.578187418673149,0.000440705066527915,-0.0001820536273224871,0.9898822225590455,1.01
0.31470003363096527,0.9996603380113168,0.2836956460215635,0.01,1.0923842046277683,1.0212335692618808,1.5615836697332064,0.0005612923318569983,0.003257582907775891,0.9948637035253769,1.01
0.3147000781247586,0.9996602871154975,0.2836956460215635,0.01,1.0948336152485163,1.0212335692618808,1.5615836697332064,0.00056138726092453,0.002242261111403243,0.994882884947893,1.01
0.3147000781667473,0.9996602870674672,0.2836956460215635,0.01,1.0965091127368674,1.0212335692618808,1.5615836697332064,0.0005634003987208377,0.0015303672311621774,0.998450399263542,1.01
0.31470007816678686,0.9996602870674219,0.2836956460215635,0.01,1.0976476635835613,1.0212335692618808,1.5615836697332064,0.0005641175237434123,0.0010383414359886878,0.999721278183022,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.098417826460679,1.0212335692618808,1.5615836697332064,0.000562924105621873,0.0007016485368385172,0.997606319083674,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.0989371791277733,1.0212335692618808,1.5615836697332064,0.0005636645975411188,0.0004728188623519536,0.9989186086276681,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.099286662092657,1.0212335692618808,1.5615836697332064,0.0005665590960438542,0.0003180190565224006,1.0040481988656225,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.099521501319914,1.0212335692618808,1.5615836697332064,0.0005663781693012938,0.00021362874248831432,1.0037275629932785,1.01
0.31475872929488014,0.999571181387869,0.2836666979871103,0.01,1.1033755007028623,1.0212335692618808,1.545103792271135,0.000687051399069741,0.003505160543310737,1.0087045089078008,1.01
0.3147001335156773,0.9996602237546104,0.2836956460215635,0.01,1.1022489631668628,1.0212335692618808,1.5615836697332064,0.0005641678276519652,-0.0010209919789607724,0.9996241246189146,1.01
0.31470007821901946,0.9996602870076737,0.2836956460215635,0.01,1.101501206083293,1.0212335692618808,1.5615836697332064,0.0005656038770369264,-0.0006783921859373487,1.0023551966524071,1.01
0.31470007816683626,0.9996602870673655,0.2836956460215635,0.01,1.101003314370309,1.0212335692618808,1.5615836697332064,0.0005656994196885051,-0.0004520119544437762,1.0025246921449726,1.01
0.3147000781667869,0.9996602870674218,0.2836956460215635,0.01,1.100671107090938,1.0212335692618808,1.5615836697332064,0.0005650714049550527,-0.00030173140719469416,1.0014117332811867,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.100449143641696,1.0212335692618808,1.5615836697332064,0.0005652024430487199,-0.00020166192045201203,1.0016439571796945,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.1003007031647158,1.0212335692618808,1.5615836697332064,0.0005614549952011446,-0.00013489081057305174,0.9950027819025269,1.01
0.31465292038322845,0.9997319282334346,0.2837189170933069,0.01,1.0962269303071273,1.0212335692618808,1.578187418673149,0.0004428396980097606,-0.0037024177535027736,0.9945277255775367,1.01
0.31470003366413035,0.9996603379733798,0.2836956460215635,0.01,1.09745634327376,1.0212335692618808,1.5615836697332064,0.0005619220913737523,0.0011214949502182936,0.9959798107846486,1.01
0.3147000781247899,0.9996602871154617,0.2836956460215635,0.01,1.0982886087521155,1.0212335692618808,1.5615836697332064,0.0005648716492774337,0.0007583586203281367,1.0010578705930633,1.01
0.3147000781667473,0.9996602870674672,0.2836956460215635,0.01,1.0988501335138656,1.0212335692618808,1.5615836697332064,0.0005638768080790476,0.0005112724991185313,0.9992946853431071,1.01
0.31470007816678686,0.9996602870674219,0.2836956460215635,0.01,1.0992281288301595,1.0212335692618808,1.5615836697332064,0.0005623912062520028,0.0003439916916470054,0.9966619221864041,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.0994821879958658,1.0212335692618808,1.5615836697332064,0.0005615510606895616,0.00023112505861422328,0.995173027833255,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.0996527696368412,1.0212335692618808,1.5615836697332064,0.000563391824170161,0.00015514725280474373,0.998435203430009,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.0997672223968173,1.0212335692618808,1.5615836697332064,0.0005640481426230442,0.00010408081817847581,0.9995983219203856,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.0998439791126506,1.0212335692618808,1.5615836697332064,0.000563073005365918,6.979360201886387e-05,0.997870197151935,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.0998954390974587,1.0212335692618808,1.5615836697332064,0.0005640888538666676,4.678844071093202e-05,0.9996704698236124,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.0999299321096785,1.0212335692618808,1.5615836697332064,0.0005642789199138494,3.136026479766407e-05,1.0000073022452802,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.0999530490862608,1.0212335692618808,1.5615836697332064,0.0005660824343508155,2.1016771984738725e-05,1.0032034656017748,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.0999685404509152,1.0212335692618808,1.5615836697332064,0.0005646847547384609,1.4083659904740031e-05,1.0007265171118909,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.099978921008018,1.0212335692618808,1.5615836697332064,0.0005640541150497967,9.437139991685939e-06,0.9996089061725236,1.01
0.3147000781667869,0.9996602870674219,0.2836956460215635,0.01,1.0999858765841786,1.0212335692618808,1.5615836697332064,0.0005633350019961061,6.323372228056456e-06,0.9983345039585614,1.01
0.31465292038322845,0.9997319282334346,0.2837189170933069,0.01,1.096024316916344,1.0212335692618808,1.578187418673149,0.0004424213403101762,-0.003601464120736364,0.9935881794317972,1.01
0.31470003366413035,0.9996603379733798,0.2836956460215635,0.01,1.0973188631521353,1.0212335692618808,1.5615836697332064,0.0005613049555944935,0.0011811291189538498,0.9948859673745205,1.01
0.3147000781247899,0.9996602871154617,0.2836956460215635,0.01,1.0981957049693944,1.0212335692618808,1.5615836697332064,0.0005620193990241335,0.0007990765917760267,0.9960031514039881,1.01
